Month,Region,Channel,Product,Demographic,Units Sold,Return Rate,Avg Satisfaction,Social Engagement,Social Engagement Source
Jul 2023,West,In-Store,880v13,Gen X,214,0.09,4.4,,
Jul 2023,West,In-Store,880v13,Boomer,230,0.1,3.7,,
Jul 2023,West,Online,Fresh Foam X,Gen Z,427,0.21,3.3,,
Jul 2023,West,Online,Fresh Foam X,Millennial,174,0.21,4.1,,
Jul 2023,West,Online,Fresh Foam X,Gen X,226,0.19,2.4,,
Jul 2023,West,Online,Fresh Foam X,Boomer,357,0.13,4.0,,
Jul 2023,West,Online,FuelCell Rebel,Gen Z,198,0.1,4.1,,
Jul 2023,West,Online,FuelCell Rebel,Millennial,341,0.19,4.1,,
Jul 2023,West,Online,FuelCell Rebel,Gen X,277,0.17,2.7,,
Jul 2023,West,Online,FuelCell Rebel,Boomer,221,0.14,3.7,,
Jul 2023,West,Online,880v13,Gen Z,294,0.17,3.2,,
Jul 2023,West,Online,880v13,Millennial,416,0.19,3.1,,
Jul 2023,West,Online,880v13,Gen X,265,0.19,3.3,,
Jul 2023,West,Online,880v13,Boomer,318,0.19,3.8,,
Jul 2023,West,Social Referral,Fresh Foam X,Gen Z,197,0.19,4.3,388.0,Instagram
Jul 2023,West,Social Referral,Fresh Foam X,Millennial,389,0.15,5.0,689.0,Instagram
Jul 2023,West,Social Referral,Fresh Foam X,Gen X,283,0.14,3.4,640.0,Instagram
Jul 2023,West,Social Referral,Fresh Foam X,Boomer,174,0.17,4.6,400.0,Instagram
Jul 2023,West,Social Referral,FuelCell Rebel,Gen Z,296,0.2,4.1,688.0,Facebook
Jul 2023,West,Social Referral,FuelCell Rebel,Millennial,361,0.2,3.6,458.0,Instagram
Jul 2023,West,Social Referral,FuelCell Rebel,Gen X,232,0.25,3.3,769.0,Instagram
Jul 2023,West,Social Referral,FuelCell Rebel,Boomer,333,0.23,4.6,761.0,Instagram
Jul 2023,West,Social Referral,880v13,Gen Z,227,0.23,4.0,610.0,Facebook
Jul 2023,West,Social Referral,880v13,Millennial,395,0.12,3.5,666.0,Facebook
Jul 2023,West,Social Referral,880v13,Gen X,172,0.25,4.0,538.0,Facebook
Jul 2023,West,Social Referral,880v13,Boomer,227,0.24,4.6,753.0,Instagram
Aug 2023,Northeast,In-Store,Fresh Foam X,Gen Z,312,0.11,3.9,,
Aug 2023,Northeast,In-Store,Fresh Foam X,Millennial,419,0.1,3.9,,
Aug 2023,Northeast,In-Store,Fresh Foam X,Gen X,252,0.14,4.1,,
Aug 2023,Northeast,In-Store,Fresh Foam X,Boomer,420,0.08,3.4,,
Aug 2023,Northeast,In-Store,FuelCell Rebel,Gen Z,242,0.07,3.3,,
Aug 2023,Northeast,In-Store,FuelCell Rebel,Millennial,293,0.08,4.2,,
Aug 2023,Northeast,In-Store,FuelCell Rebel,Gen X,320,0.08,4.3,,
Aug 2023,Northeast,In-Store,FuelCell Rebel,Boomer,214,0.05,3.3,,
Aug 2023,Northeast,In-Store,880v13,Gen Z,290,0.07,4.2,,
Aug 2023,Northeast,In-Store,880v13,Millennial,302,0.09,4.8,,
Aug 2023,Northeast,In-Store,880v13,Gen X,297,0.1,4.4,,
Aug 2023,Northeast,In-Store,880v13,Boomer,426,0.11,3.6,,
Aug 2023,Northeast,Online,Fresh Foam X,Gen Z,392,0.22,4.2,,
Aug 2023,Northeast,Online,Fresh Foam X,Millennial,271,0.22,3.3,,
Aug 2023,Northeast,Online,Fresh Foam X,Gen X,246,0.31,3.2,,
Aug 2023,Northeast,Online,Fresh Foam X,Boomer,247,0.19,3.4,,
Aug 2023,Northeast,Online,FuelCell Rebel,Gen Z,274,0.2,2.3,,
Aug 2023,Northeast,Online,FuelCell Rebel,Millennial,322,0.18,2.1,,
Aug 2023,Northeast,Online,FuelCell Rebel,Gen X,159,0.17,2.6,,
Aug 2023,Northeast,Online,FuelCell Rebel,Boomer,342,0.19,2.7,,
Aug 2023,Northeast,Online,880v13,Gen Z,216,0.19,3.6,,
Aug 2023,Northeast,Online,880v13,Millennial,426,0.18,3.0,,
Aug 2023,Northeast,Online,880v13,Gen X,441,0.19,4.1,,
Aug 2023,Northeast,Online,880v13,Boomer,179,0.17,3.3,,
Aug 2023,Northeast,Social Referral,Fresh Foam X,Gen Z,283,0.18,4.3,761.0,TikTok
Aug 2023,Northeast,Social Referral,Fresh Foam X,Millennial,280,0.2,4.1,583.0,Twitter
Aug 2023,Northeast,Social Referral,Fresh Foam X,Gen X,333,0.21,3.4,708.0,Instagram
Aug 2023,Northeast,Social Referral,Fresh Foam X,Boomer,292,0.27,4.8,355.0,Facebook
Aug 2023,Northeast,Social Referral,FuelCell Rebel,Gen Z,447,0.25,4.4,594.0,Facebook
Aug 2023,Northeast,Social Referral,FuelCell Rebel,Millennial,342,0.17,3.8,592.0,TikTok
Aug 2023,Northeast,Social Referral,FuelCell Rebel,Gen X,354,0.21,3.6,218.0,Instagram
Aug 2023,Northeast,Social Referral,FuelCell Rebel,Boomer,237,0.26,5.0,214.0,Twitter
Aug 2023,Northeast,Social Referral,880v13,Gen Z,322,0.11,3.5,472.0,TikTok
Aug 2023,Northeast,Social Referral,880v13,Millennial,198,0.3,4.7,290.0,Instagram
Aug 2023,Northeast,Social Referral,880v13,Gen X,362,0.2,4.4,655.0,Instagram
Aug 2023,Northeast,Social Referral,880v13,Boomer,442,0.16,4.1,722.0,Facebook
Aug 2023,South,In-Store,Fresh Foam X,Gen Z,153,0.12,4.1,,
Aug 2023,South,In-Store,Fresh Foam X,Millennial,243,0.06,4.4,,
Aug 2023,South,In-Store,Fresh Foam X,Gen X,366,0.11,3.8,,
Aug 2023,South,In-Store,Fresh Foam X,Boomer,245,0.1,3.5,,
Aug 2023,South,In-Store,FuelCell Rebel,Gen Z,293,0.07,4.2,,
Aug 2023,South,In-Store,FuelCell Rebel,Millennial,359,0.06,4.3,,
Aug 2023,South,In-Store,FuelCell Rebel,Gen X,279,0.15,4.1,,
Aug 2023,South,In-Store,FuelCell Rebel,Boomer,424,0.16,3.4,,
Aug 2023,South,In-Store,880v13,Gen Z,326,0.11,3.3,,
Aug 2023,South,In-Store,880v13,Millennial,366,0.06,4.2,,
Aug 2023,South,In-Store,880v13,Gen X,202,0.1,3.7,,
Aug 2023,South,In-Store,880v13,Boomer,283,0.1,4.0,,
Aug 2023,South,Online,Fresh Foam X,Gen Z,246,0.22,2.9,,
Aug 2023,South,Online,Fresh Foam X,Millennial,251,0.2,3.9,,
Aug 2023,South,Online,Fresh Foam X,Gen X,203,0.15,3.2,,
Aug 2023,South,Online,Fresh Foam X,Boomer,357,0.13,2.3,,
Aug 2023,South,Online,FuelCell Rebel,Gen Z,243,0.18,4.4,,
Aug 2023,South,Online,FuelCell Rebel,Millennial,255,0.18,4.2,,
Aug 2023,South,Online,FuelCell Rebel,Gen X,386,0.21,5.0,,
Aug 2023,South,Online,FuelCell Rebel,Boomer,233,0.17,3.6,,
Aug 2023,South,Online,880v13,Gen Z,166,0.21,3.6,,
Aug 2023,South,Online,880v13,Millennial,354,0.17,2.7,,
Aug 2023,South,Online,880v13,Gen X,438,0.21,4.3,,
Aug 2023,South,Online,880v13,Boomer,404,0.09,3.2,,
Aug 2023,South,Social Referral,Fresh Foam X,Gen Z,192,0.2,3.7,683.0,TikTok
Aug 2023,South,Social Referral,Fresh Foam X,Millennial,241,0.21,4.1,735.0,Twitter
Aug 2023,South,Social Referral,Fresh Foam X,Gen X,302,0.18,3.9,267.0,Instagram
Aug 2023,South,Social Referral,Fresh Foam X,Boomer,334,0.21,4.1,736.0,Instagram
Aug 2023,South,Social Referral,FuelCell Rebel,Gen Z,414,0.22,4.5,437.0,Facebook
Aug 2023,South,Social Referral,FuelCell Rebel,Millennial,190,0.21,4.0,200.0,Instagram
Aug 2023,South,Social Referral,FuelCell Rebel,Gen X,171,0.22,3.6,760.0,Twitter
Aug 2023,South,Social Referral,FuelCell Rebel,Boomer,184,0.15,3.8,661.0,Instagram
Aug 2023,South,Social Referral,880v13,Gen Z,268,0.11,4.9,745.0,Facebook
Aug 2023,South,Social Referral,880v13,Millennial,286,0.17,4.6,294.0,Twitter
Aug 2023,South,Social Referral,880v13,Gen X,185,0.16,3.6,357.0,Facebook
Aug 2023,South,Social Referral,880v13,Boomer,291,0.16,4.0,515.0,Instagram
Aug 2023,Midwest,In-Store,Fresh Foam X,Gen Z,204,0.09,3.6,,
Aug 2023,Midwest,In-Store,Fresh Foam X,Millennial,407,0.06,3.2,,
Aug 2023,Midwest,In-Store,Fresh Foam X,Gen X,282,0.09,3.6,,
Aug 2023,Midwest,In-Store,Fresh Foam X,Boomer,194,0.06,3.6,,
Aug 2023,Midwest,In-Store,FuelCell Rebel,Gen Z,423,0.08,3.8,,
Aug 2023,Midwest,In-Store,FuelCell Rebel,Millennial,309,0.1,3.9,,
Aug 2023,Midwest,In-Store,FuelCell Rebel,Gen X,281,0.14,3.6,,
Aug 2023,Midwest,In-Store,FuelCell Rebel,Boomer,410,0.06,4.2,,
Aug 2023,Midwest,In-Store,880v13,Gen Z,160,0.09,4.5,,
Aug 2023,Midwest,In-Store,880v13,Millennial,270,0.09,3.8,,
Aug 2023,Midwest,In-Store,880v13,Gen X,275,0.11,3.9,,
Aug 2023,Midwest,In-Store,880v13,Boomer,366,0.12,4.4,,
Aug 2023,Midwest,Online,Fresh Foam X,Gen Z,440,0.14,3.8,,
Aug 2023,Midwest,Online,Fresh Foam X,Millennial,334,0.13,3.9,,
Aug 2023,Midwest,Online,Fresh Foam X,Gen X,443,0.21,3.1,,
Aug 2023,Midwest,Online,Fresh Foam X,Boomer,316,0.13,3.8,,
Aug 2023,Midwest,Online,FuelCell Rebel,Gen Z,190,0.18,4.2,,
Aug 2023,Midwest,Online,FuelCell Rebel,Millennial,221,0.12,3.3,,
Aug 2023,Midwest,Online,FuelCell Rebel,Gen X,421,0.14,4.1,,
Aug 2023,Midwest,Online,FuelCell Rebel,Boomer,410,0.21,2.4,,
Aug 2023,Midwest,Online,880v13,Gen Z,179,0.15,3.0,,
Aug 2023,Midwest,Online,880v13,Millennial,367,0.22,3.8,,
Aug 2023,Midwest,Online,880v13,Gen X,231,0.16,3.8,,
Aug 2023,Midwest,Online,880v13,Boomer,361,0.14,4.6,,
Aug 2023,Midwest,Social Referral,Fresh Foam X,Gen Z,263,0.21,5.0,610.0,TikTok
Aug 2023,Midwest,Social Referral,Fresh Foam X,Millennial,375,0.24,4.7,717.0,TikTok
Aug 2023,Midwest,Social Referral,Fresh Foam X,Gen X,308,0.19,3.5,736.0,Facebook
Aug 2023,Midwest,Social Referral,Fresh Foam X,Boomer,429,0.13,4.4,675.0,TikTok
Aug 2023,Midwest,Social Referral,FuelCell Rebel,Gen Z,330,0.2,4.3,376.0,Instagram
Aug 2023,Midwest,Social Referral,FuelCell Rebel,Millennial,340,0.16,4.4,478.0,Facebook
Aug 2023,Midwest,Social Referral,FuelCell Rebel,Gen X,425,0.2,3.7,763.0,TikTok
Aug 2023,Midwest,Social Referral,FuelCell Rebel,Boomer,383,0.12,4.2,322.0,TikTok
Aug 2023,Midwest,Social Referral,880v13,Gen Z,430,0.21,3.0,206.0,TikTok
Aug 2023,Midwest,Social Referral,880v13,Millennial,172,0.24,4.3,754.0,Facebook
Aug 2023,Midwest,Social Referral,880v13,Gen X,154,0.25,3.9,571.0,Facebook
Aug 2023,Midwest,Social Referral,880v13,Boomer,309,0.12,4.6,308.0,Facebook
Aug 2023,West,In-Store,Fresh Foam X,Gen Z,422,0.09,4.3,,
Aug 2023,West,In-Store,Fresh Foam X,Millennial,195,0.1,4.4,,
Aug 2023,West,In-Store,Fresh Foam X,Gen X,296,0.15,3.4,,
Aug 2023,West,In-Store,Fresh Foam X,Boomer,373,0.1,4.2,,
Aug 2023,West,In-Store,FuelCell Rebel,Gen Z,184,0.1,3.8,,
Aug 2023,West,In-Store,FuelCell Rebel,Millennial,205,0.12,3.6,,
Aug 2023,West,In-Store,FuelCell Rebel,Gen X,429,0.1,3.8,,
Aug 2023,West,In-Store,FuelCell Rebel,Boomer,339,0.12,3.5,,
Aug 2023,West,In-Store,880v13,Gen Z,446,0.09,3.8,,
Aug 2023,West,In-Store,880v13,Millennial,302,0.15,4.0,,
Aug 2023,West,In-Store,880v13,Gen X,428,0.08,4.2,,
Aug 2023,West,In-Store,880v13,Boomer,262,0.06,4.4,,
Aug 2023,West,Online,Fresh Foam X,Gen Z,192,0.18,3.4,,
Aug 2023,West,Online,Fresh Foam X,Millennial,373,0.17,2.8,,
Aug 2023,West,Online,Fresh Foam X,Gen X,430,0.2,2.7,,
Aug 2023,West,Online,Fresh Foam X,Boomer,442,0.25,4.1,,
Aug 2023,West,Online,FuelCell Rebel,Gen Z,410,0.2,4.3,,
Aug 2023,West,Online,FuelCell Rebel,Millennial,428,0.12,4.2,,
Aug 2023,West,Online,FuelCell Rebel,Gen X,358,0.19,3.3,,
Aug 2023,West,Online,FuelCell Rebel,Boomer,223,0.17,2.5,,
Aug 2023,West,Online,880v13,Gen Z,196,0.22,4.5,,
Aug 2023,West,Online,880v13,Millennial,231,0.19,3.0,,
Aug 2023,West,Online,880v13,Gen X,361,0.1,2.9,,
Aug 2023,West,Online,880v13,Boomer,367,0.22,4.0,,
Aug 2023,West,Social Referral,Fresh Foam X,Gen Z,367,0.15,3.7,712.0,Twitter
Aug 2023,West,Social Referral,Fresh Foam X,Millennial,277,0.18,4.0,251.0,TikTok
Aug 2023,West,Social Referral,Fresh Foam X,Gen X,321,0.28,4.3,560.0,Facebook
Aug 2023,West,Social Referral,Fresh Foam X,Boomer,281,0.19,4.1,255.0,Facebook
Aug 2023,West,Social Referral,FuelCell Rebel,Gen Z,190,0.21,3.5,480.0,Twitter
Aug 2023,West,Social Referral,FuelCell Rebel,Millennial,222,0.19,4.5,414.0,Twitter
Aug 2023,West,Social Referral,FuelCell Rebel,Gen X,230,0.21,3.7,665.0,Twitter
Aug 2023,West,Social Referral,FuelCell Rebel,Boomer,371,0.23,3.5,592.0,Facebook
Aug 2023,West,Social Referral,880v13,Gen Z,207,0.13,4.9,661.0,TikTok
Aug 2023,West,Social Referral,880v13,Millennial,162,0.15,4.6,422.0,TikTok
Aug 2023,West,Social Referral,880v13,Gen X,197,0.22,4.1,507.0,Twitter
Aug 2023,West,Social Referral,880v13,Boomer,445,0.19,4.6,530.0,TikTok
Sep 2023,Northeast,In-Store,Fresh Foam X,Gen Z,281,0.09,3.9,,
Sep 2023,Northeast,In-Store,Fresh Foam X,Millennial,254,0.15,3.7,,
Sep 2023,Northeast,In-Store,Fresh Foam X,Gen X,391,0.1,3.4,,
Sep 2023,Northeast,In-Store,Fresh Foam X,Boomer,346,0.06,4.3,,
Sep 2023,Northeast,In-Store,FuelCell Rebel,Gen Z,211,0.1,3.9,,
Sep 2023,Northeast,In-Store,FuelCell Rebel,Millennial,358,0.08,3.7,,
Sep 2023,Northeast,In-Store,FuelCell Rebel,Gen X,176,0.07,3.3,,
Sep 2023,Northeast,In-Store,FuelCell Rebel,Boomer,215,0.05,4.0,,
Sep 2023,Northeast,In-Store,880v13,Gen Z,344,0.1,4.6,,
Sep 2023,Northeast,In-Store,880v13,Millennial,422,0.16,3.6,,
Sep 2023,Northeast,In-Store,880v13,Gen X,420,0.08,4.2,,
Sep 2023,Northeast,In-Store,880v13,Boomer,202,0.08,2.8,,
Sep 2023,Northeast,Online,Fresh Foam X,Gen Z,344,0.11,3.3,,
Sep 2023,Northeast,Online,Fresh Foam X,Millennial,330,0.11,3.7,,
Sep 2023,Northeast,Online,Fresh Foam X,Gen X,390,0.14,4.3,,
Sep 2023,Northeast,Online,Fresh Foam X,Boomer,286,0.17,3.4,,
Sep 2023,Northeast,Online,FuelCell Rebel,Gen Z,425,0.16,2.8,,
Sep 2023,Northeast,Online,FuelCell Rebel,Millennial,155,0.21,4.0,,
Sep 2023,Northeast,Online,FuelCell Rebel,Gen X,238,0.24,3.3,,
Sep 2023,Northeast,Online,FuelCell Rebel,Boomer,423,0.28,3.5,,
Sep 2023,Northeast,Online,880v13,Gen Z,168,0.2,3.4,,
Sep 2023,Northeast,Online,880v13,Millennial,446,0.21,5.0,,
Sep 2023,Northeast,Online,880v13,Gen X,321,0.17,3.7,,
Sep 2023,Northeast,Online,880v13,Boomer,319,0.14,2.7,,
Sep 2023,Northeast,Social Referral,Fresh Foam X,Gen Z,362,0.17,4.2,374.0,TikTok
Sep 2023,Northeast,Social Referral,Fresh Foam X,Millennial,197,0.24,4.3,769.0,TikTok
Sep 2023,Northeast,Social Referral,Fresh Foam X,Gen X,435,0.2,4.2,791.0,Twitter
Sep 2023,Northeast,Social Referral,Fresh Foam X,Boomer,241,0.19,5.0,324.0,TikTok
Sep 2023,Northeast,Social Referral,FuelCell Rebel,Gen Z,335,0.21,3.9,560.0,TikTok
Sep 2023,Northeast,Social Referral,FuelCell Rebel,Millennial,245,0.17,4.6,319.0,Twitter
Sep 2023,Northeast,Social Referral,FuelCell Rebel,Gen X,414,0.15,4.0,321.0,Twitter
Sep 2023,Northeast,Social Referral,FuelCell Rebel,Boomer,385,0.14,4.4,766.0,Twitter
Sep 2023,Northeast,Social Referral,880v13,Gen Z,358,0.29,4.2,748.0,Facebook
Sep 2023,Northeast,Social Referral,880v13,Millennial,187,0.17,4.2,205.0,Facebook
Sep 2023,Northeast,Social Referral,880v13,Gen X,382,0.18,4.5,569.0,Facebook
Sep 2023,Northeast,Social Referral,880v13,Boomer,353,0.22,4.4,454.0,Instagram
Sep 2023,South,In-Store,Fresh Foam X,Gen Z,321,0.13,4.0,,
Sep 2023,South,In-Store,Fresh Foam X,Millennial,292,0.09,3.7,,
Sep 2023,South,In-Store,Fresh Foam X,Gen X,350,0.17,3.6,,
Sep 2023,South,In-Store,Fresh Foam X,Boomer,392,0.17,3.5,,
Sep 2023,South,In-Store,FuelCell Rebel,Gen Z,202,0.06,3.9,,
Sep 2023,South,In-Store,FuelCell Rebel,Millennial,371,0.08,4.3,,
Sep 2023,South,In-Store,FuelCell Rebel,Gen X,233,0.08,3.9,,
Sep 2023,South,In-Store,FuelCell Rebel,Boomer,365,0.09,3.9,,
Sep 2023,South,In-Store,880v13,Gen Z,311,0.07,3.8,,
Sep 2023,South,In-Store,880v13,Millennial,339,0.07,3.4,,
Sep 2023,South,In-Store,880v13,Gen X,311,0.07,3.9,,
Sep 2023,South,In-Store,880v13,Boomer,276,0.06,4.4,,
Sep 2023,South,Online,Fresh Foam X,Gen Z,284,0.1,2.7,,
Sep 2023,South,Online,Fresh Foam X,Millennial,216,0.21,4.4,,
Sep 2023,South,Online,Fresh Foam X,Gen X,356,0.18,3.1,,
Sep 2023,South,Online,Fresh Foam X,Boomer,212,0.22,3.1,,
Sep 2023,South,Online,FuelCell Rebel,Gen Z,311,0.18,4.8,,
Sep 2023,South,Online,FuelCell Rebel,Millennial,151,0.2,4.1,,
Sep 2023,South,Online,FuelCell Rebel,Gen X,393,0.15,3.9,,
Sep 2023,South,Online,FuelCell Rebel,Boomer,255,0.21,3.5,,
Sep 2023,South,Online,880v13,Gen Z,388,0.2,3.4,,
Sep 2023,South,Online,880v13,Millennial,330,0.21,4.8,,
Sep 2023,South,Online,880v13,Gen X,205,0.13,3.6,,
Sep 2023,South,Online,880v13,Boomer,333,0.23,4.6,,
Sep 2023,South,Social Referral,Fresh Foam X,Gen Z,220,0.21,4.4,578.0,Facebook
Sep 2023,South,Social Referral,Fresh Foam X,Millennial,186,0.2,3.8,526.0,TikTok
Sep 2023,South,Social Referral,Fresh Foam X,Gen X,407,0.16,3.6,386.0,Twitter
Sep 2023,South,Social Referral,Fresh Foam X,Boomer,273,0.29,4.8,403.0,Instagram
Sep 2023,South,Social Referral,FuelCell Rebel,Gen Z,427,0.22,3.9,419.0,Facebook
Sep 2023,South,Social Referral,FuelCell Rebel,Millennial,373,0.15,4.7,566.0,Twitter
Sep 2023,South,Social Referral,FuelCell Rebel,Gen X,426,0.21,3.6,506.0,TikTok
Sep 2023,South,Social Referral,FuelCell Rebel,Boomer,281,0.19,4.9,338.0,Facebook
Sep 2023,South,Social Referral,880v13,Gen Z,385,0.23,4.2,354.0,Facebook
Sep 2023,South,Social Referral,880v13,Millennial,274,0.32,4.0,785.0,TikTok
Sep 2023,South,Social Referral,880v13,Gen X,412,0.21,4.7,332.0,Twitter
Sep 2023,South,Social Referral,880v13,Boomer,341,0.17,4.1,299.0,Instagram
Sep 2023,Midwest,In-Store,Fresh Foam X,Gen Z,341,0.1,3.6,,
Sep 2023,Midwest,In-Store,Fresh Foam X,Millennial,212,0.13,4.3,,
Sep 2023,Midwest,In-Store,Fresh Foam X,Gen X,370,0.1,3.5,,
Sep 2023,Midwest,In-Store,Fresh Foam X,Boomer,200,0.12,4.0,,
Sep 2023,Midwest,In-Store,FuelCell Rebel,Gen Z,295,0.15,4.1,,
Sep 2023,Midwest,In-Store,FuelCell Rebel,Millennial,332,0.15,4.4,,
Sep 2023,Midwest,In-Store,FuelCell Rebel,Gen X,418,0.07,4.0,,
Sep 2023,Midwest,In-Store,FuelCell Rebel,Boomer,323,0.11,4.1,,
Sep 2023,Midwest,In-Store,880v13,Gen Z,186,0.1,3.7,,
Sep 2023,Midwest,In-Store,880v13,Millennial,341,0.1,4.3,,
Sep 2023,Midwest,In-Store,880v13,Gen X,286,0.11,3.7,,
Sep 2023,Midwest,In-Store,880v13,Boomer,415,0.07,4.0,,
Sep 2023,Midwest,Online,Fresh Foam X,Gen Z,356,0.13,3.7,,
Sep 2023,Midwest,Online,Fresh Foam X,Millennial,165,0.18,3.5,,
Sep 2023,Midwest,Online,Fresh Foam X,Gen X,392,0.22,4.0,,
Sep 2023,Midwest,Online,Fresh Foam X,Boomer,427,0.15,3.5,,
Sep 2023,Midwest,Online,FuelCell Rebel,Gen Z,152,0.21,4.0,,
Sep 2023,Midwest,Online,FuelCell Rebel,Millennial,180,0.16,2.5,,
Sep 2023,Midwest,Online,FuelCell Rebel,Gen X,197,0.16,3.1,,
Sep 2023,Midwest,Online,FuelCell Rebel,Boomer,327,0.19,3.3,,
Sep 2023,Midwest,Online,880v13,Gen Z,222,0.18,3.7,,
Sep 2023,Midwest,Online,880v13,Millennial,222,0.16,3.5,,
Sep 2023,Midwest,Online,880v13,Gen X,382,0.17,3.7,,
Sep 2023,Midwest,Online,880v13,Boomer,243,0.22,3.7,,
Sep 2023,Midwest,Social Referral,Fresh Foam X,Gen Z,202,0.16,4.7,580.0,Facebook
Sep 2023,Midwest,Social Referral,Fresh Foam X,Millennial,267,0.24,4.4,395.0,TikTok
Sep 2023,Midwest,Social Referral,Fresh Foam X,Gen X,372,0.16,4.2,374.0,Twitter
Sep 2023,Midwest,Social Referral,Fresh Foam X,Boomer,196,0.16,4.9,617.0,TikTok
Sep 2023,Midwest,Social Referral,FuelCell Rebel,Gen Z,270,0.21,4.2,503.0,Facebook
Sep 2023,Midwest,Social Referral,FuelCell Rebel,Millennial,182,0.12,5.0,601.0,Twitter
Sep 2023,Midwest,Social Referral,FuelCell Rebel,Gen X,382,0.18,4.5,498.0,TikTok
Sep 2023,Midwest,Social Referral,FuelCell Rebel,Boomer,410,0.24,4.0,560.0,TikTok
Sep 2023,Midwest,Social Referral,880v13,Gen Z,306,0.28,4.8,661.0,TikTok
Sep 2023,Midwest,Social Referral,880v13,Millennial,231,0.19,4.4,758.0,Facebook
Sep 2023,Midwest,Social Referral,880v13,Gen X,259,0.13,4.6,206.0,TikTok
Sep 2023,Midwest,Social Referral,880v13,Boomer,232,0.24,4.8,401.0,TikTok
Sep 2023,West,In-Store,Fresh Foam X,Gen Z,366,0.09,3.6,,
Sep 2023,West,In-Store,Fresh Foam X,Millennial,438,0.11,3.8,,
Sep 2023,West,In-Store,Fresh Foam X,Gen X,319,0.05,4.0,,
Sep 2023,West,In-Store,Fresh Foam X,Boomer,288,0.14,3.2,,
Sep 2023,West,In-Store,FuelCell Rebel,Gen Z,234,0.1,3.9,,
Sep 2023,West,In-Store,FuelCell Rebel,Millennial,321,0.1,4.7,,
Sep 2023,West,In-Store,FuelCell Rebel,Gen X,391,0.14,3.6,,
Sep 2023,West,In-Store,FuelCell Rebel,Boomer,347,0.12,4.2,,
Sep 2023,West,In-Store,880v13,Gen Z,152,0.11,3.5,,
Sep 2023,West,In-Store,880v13,Millennial,243,0.1,3.9,,
Sep 2023,West,In-Store,880v13,Gen X,400,0.14,4.0,,
Sep 2023,West,In-Store,880v13,Boomer,234,0.11,3.5,,
Sep 2023,West,Online,Fresh Foam X,Gen Z,341,0.22,3.6,,
Sep 2023,West,Online,Fresh Foam X,Millennial,153,0.19,3.7,,
Sep 2023,West,Online,Fresh Foam X,Gen X,169,0.12,3.0,,
Sep 2023,West,Online,Fresh Foam X,Boomer,193,0.19,2.8,,
Sep 2023,West,Online,FuelCell Rebel,Gen Z,231,0.23,3.1,,
Sep 2023,West,Online,FuelCell Rebel,Millennial,395,0.22,3.7,,
Sep 2023,West,Online,FuelCell Rebel,Gen X,266,0.16,3.1,,
Sep 2023,West,Online,FuelCell Rebel,Boomer,310,0.17,2.2,,
Sep 2023,West,Online,880v13,Gen Z,363,0.18,3.7,,
Sep 2023,West,Online,880v13,Millennial,410,0.18,4.0,,
Sep 2023,West,Online,880v13,Gen X,393,0.18,2.9,,
Sep 2023,West,Online,880v13,Boomer,375,0.15,2.0,,
Sep 2023,West,Social Referral,Fresh Foam X,Gen Z,392,0.19,4.8,275.0,Instagram
Sep 2023,West,Social Referral,Fresh Foam X,Millennial,340,0.25,4.1,272.0,Twitter
Sep 2023,West,Social Referral,Fresh Foam X,Gen X,248,0.18,4.5,468.0,TikTok
Sep 2023,West,Social Referral,Fresh Foam X,Boomer,162,0.23,3.6,474.0,Facebook
Sep 2023,West,Social Referral,FuelCell Rebel,Gen Z,311,0.2,3.7,463.0,Instagram
Sep 2023,West,Social Referral,FuelCell Rebel,Millennial,278,0.12,4.4,640.0,TikTok
Sep 2023,West,Social Referral,FuelCell Rebel,Gen X,380,0.22,4.6,356.0,Instagram
Sep 2023,West,Social Referral,FuelCell Rebel,Boomer,403,0.19,4.2,629.0,TikTok
Sep 2023,West,Social Referral,880v13,Gen Z,178,0.22,3.5,781.0,Facebook
Sep 2023,West,Social Referral,880v13,Millennial,164,0.24,4.6,644.0,Facebook
Sep 2023,West,Social Referral,880v13,Gen X,277,0.14,4.5,525.0,TikTok
Sep 2023,West,Social Referral,880v13,Boomer,185,0.3,4.3,690.0,Facebook
Oct 2023,Northeast,In-Store,Fresh Foam X,Gen Z,151,0.09,3.8,,
Oct 2023,Northeast,In-Store,Fresh Foam X,Millennial,444,0.06,4.6,,
Oct 2023,Northeast,In-Store,Fresh Foam X,Gen X,440,0.07,3.6,,
Oct 2023,Northeast,In-Store,Fresh Foam X,Boomer,434,0.09,4.6,,
Oct 2023,Northeast,In-Store,FuelCell Rebel,Gen Z,243,0.1,3.8,,
Oct 2023,Northeast,In-Store,FuelCell Rebel,Millennial,155,0.11,3.6,,
Oct 2023,Northeast,In-Store,FuelCell Rebel,Gen X,280,0.1,3.2,,
Oct 2023,Northeast,In-Store,FuelCell Rebel,Boomer,423,0.05,3.2,,
Oct 2023,Northeast,In-Store,880v13,Gen Z,448,0.12,3.9,,
Oct 2023,Northeast,In-Store,880v13,Millennial,334,0.07,3.4,,
Oct 2023,Northeast,In-Store,880v13,Gen X,385,0.14,3.7,,
Oct 2023,Northeast,In-Store,880v13,Boomer,306,0.09,4.0,,
Oct 2023,Northeast,Online,Fresh Foam X,Gen Z,341,0.12,3.3,,
Oct 2023,Northeast,Online,Fresh Foam X,Millennial,250,0.18,4.4,,
Oct 2023,Northeast,Online,Fresh Foam X,Gen X,447,0.16,3.3,,
